pid,circle,map,line,area,bar,net,point,diagram,matrix,table,word,class,path
19,0.017217392,0.001876831,0.001067556,0.001939696,0.834771938,0.006441544,0.000615502,0.010866437,0.104749202,0.018250709,0.002203197,bar,./static/data2vis_imdb/18.png
20,0.002295979,0.003751323,0.001071344,0.001633232,0.980675588,7.08E-05,0.000128342,0.000534678,0.005664672,0.000449042,0.003725051,bar,./static/data2vis_imdb/19.png
21,0.038342744,0.001497494,0.002564363,0.008235849,0.872266735,0.000674808,0.00056943,0.00164768,0.069543081,0.003114578,0.001543233,bar,./static/data2vis_imdb/20.png
22,0.005877261,0.000479178,0.001152497,0.000969921,0.984099418,0.000114069,0.000115613,0.001239376,0.004211589,0.000319304,0.001421785,bar,./static/data2vis_imdb/21.png
23,0.00457199,0.000352857,0.000939793,0.000748412,0.989185653,7.71E-05,7.76E-05,0.000722741,0.001994404,0.000207225,0.001122255,bar,./static/data2vis_imdb/22.png
24,0.005594363,0.000436825,0.001092932,0.000900254,0.985465175,0.0001025,0.000103144,0.001114437,0.003539284,0.000290408,0.001360696,bar,./static/data2vis_imdb/23.png
25,0.005968202,0.000507688,0.001154455,0.000920947,0.984585785,0.000117781,0.000109311,0.001119905,0.00381566,0.000303528,0.001396736,bar,./static/data2vis_imdb/24.png
26,0.026382682,0.000841673,0.011954564,0.002869002,0.179816897,0.001068502,0.743787768,0.00651706,0.025116249,0.001094406,0.000551159,point,./static/data2vis_imdb/25.png
27,0.005881687,0.000468987,0.001151004,0.00098159,0.984209348,0.000112429,0.0001179,0.001225761,0.004137827,0.000308602,0.001404901,bar,./static/data2vis_imdb/26.png
28,0.004054832,0.000197334,0.000449661,0.000533559,0.992377715,1.97E-05,9.19E-05,0.000668157,0.001257502,7.94E-05,0.000270223,bar,./static/data2vis_imdb/27.png
29,0.000805383,0.000570699,0.000288111,0.00121658,0.991589525,0.000137088,0.000320365,0.002789032,0.001916408,0.000258555,0.000108247,bar,./static/data2vis_imdb/28.png
30,0.001540928,0.000137833,0.000711138,0.000448868,0.995830298,9.24E-06,2.91E-05,0.000285795,0.0004137,7.28E-05,0.000520276,bar,./static/data2vis_imdb/29.png
31,0.000193362,2.72E-05,5.55E-06,7.19E-05,0.999342015,4.81E-06,2.39E-06,0.000206688,0.000111674,2.41E-05,1.04E-05,bar,./static/data2vis_imdb/30.png
32,0.000735222,0.000227012,3.58E-05,0.001124757,0.997631873,1.73E-06,2.88E-06,0.000117308,8.39E-05,1.13E-05,2.81E-05,bar,./static/data2vis_imdb/31.png
33,0.010055792,0.000805758,0.000422079,0.005809342,0.972027275,0.000157498,0.005371866,0.001446244,0.00212673,0.0014245,0.000352849,bar,./static/data2vis_imdb/32.png
34,0.017793935,0.000592724,0.000503429,0.002768774,0.964219682,0.000198767,0.000317727,0.003606543,0.00704684,0.002267384,0.000684227,bar,./static/data2vis_imdb/33.png
35,0.000345549,3.15E-05,8.24E-06,8.75E-05,0.998774075,7.01E-06,4.78E-06,0.000353653,0.000330424,4.12E-05,1.61E-05,bar,./static/data2vis_imdb/34.png
36,0.000207863,2.72E-05,5.61E-06,7.44E-05,0.999266745,4.78E-06,2.73E-06,0.000233881,0.000140514,2.49E-05,1.14E-05,bar,./static/data2vis_imdb/35.png
37,0.024405875,0.000467714,0.033007567,0.001765353,0.008559893,0.070177259,0.69392224,0.15784527,0.003919753,0.004673815,0.001255237,point,./static/data2vis_imdb/36.png
38,0.000280868,2.73E-05,6.91E-06,7.61E-05,0.999058678,5.59E-06,3.58E-06,0.000267552,0.000228559,3.17E-05,1.31E-05,bar,./static/data2vis_imdb/37.png
39,0.000260154,2.69E-05,6.46E-06,7.53E-05,0.999071913,5.63E-06,3.62E-06,0.000276072,0.00022982,3.14E-05,1.26E-05,bar,./static/data2vis_imdb/38.png
40,0.000294619,3.05E-05,7.54E-06,8.34E-05,0.998895685,6.84E-06,4.06E-06,0.000348593,0.000276198,3.79E-05,1.46E-05,bar,./static/data2vis_imdb/39.png
41,0.000197918,2.01E-05,3.68E-05,9.83E-05,0.99918824,9.66E-06,3.11E-05,0.000292023,0.000100334,1.43E-05,1.13E-05,bar,./static/data2vis_imdb/40.png
42,8.09E-05,5.58E-05,1.48E-05,0.00016201,0.997540083,1.06E-05,1.09E-05,0.001949561,0.000113386,4.60E-05,1.61E-05,bar,./static/data2vis_imdb/41.png
43,0.000443307,5.27E-05,3.14E-05,0.000211948,0.999024117,7.04E-06,8.39E-06,7.70E-05,0.000111746,1.40E-05,1.84E-05,bar,./static/data2vis_imdb/42.png
44,0.000795654,0.003660644,0.001722461,0.014855589,0.959459265,0.001146027,0.003718024,0.001857611,0.00502755,0.00477089,0.002986281,bar,./static/data2vis_imdb/43.png
45,0.00116145,0.000311187,0.009421056,0.010745973,0.96406257,0.001291568,0.001838031,0.000713245,0.001323809,0.008385652,0.000745471,bar,./static/data2vis_imdb/44.png
46,0.012279626,0.001384192,0.004401773,0.016414364,0.851527933,0.001823531,0.005495843,0.000387535,0.084159079,0.018215794,0.003910374,bar,./static/data2vis_imdb/45.png
47,0.00021032,1.97E-05,0.000131915,0.001027877,0.99778165,5.28E-05,1.46E-05,6.39E-06,0.000198262,0.000528257,2.82E-05,bar,./static/data2vis_imdb/46.png
48,0.018811719,0.018745758,0.014648211,0.00568784,0.016121246,0.108849701,0.739423661,0.036050861,0.005182336,0.018508566,0.017970117,point,./static/data2vis_imdb/47.png
49,0.004538861,0.002223736,0.020900506,0.060365197,0.758390168,0.003691312,0.08056542,0.001453779,0.019966686,0.04174563,0.006158732,bar,./static/data2vis_imdb/48.png
50,0.003562744,0.002509603,0.009826693,0.032031984,0.829060255,0.015544325,0.007275001,0.001220888,0.023022441,0.069507993,0.006438085,bar,./static/data2vis_imdb/49.png
51,0.001129783,0.000525917,0.000314467,0.002522866,0.99119057,0.000290709,4.43E-05,9.46E-05,0.002601902,0.000451607,0.000833294,bar,./static/data2vis_imdb/50.png
52,0.000109136,4.82E-05,0.000704205,0.000521948,0.997146553,0.000116159,0.000223271,5.59E-05,0.00030746,0.000686499,8.07E-05,bar,./static/data2vis_imdb/51.png
53,0.004457277,0.000600199,0.001152113,0.00485543,0.936883205,0.000504251,0.002651456,0.000109462,0.043699352,0.003886034,0.001201227,bar,./static/data2vis_imdb/52.png
54,0.003411087,0.000558112,0.0017552,0.005331012,0.973972623,0.000233883,0.009189675,0.000199392,0.003681344,0.000670627,0.000997077,bar,./static/data2vis_imdb/53.png
55,0.001050359,1.50E-05,1.02E-05,8.46E-05,0.986082118,1.03E-05,7.98E-06,1.44E-05,0.012325673,0.000243194,0.000156161,bar,./static/data2vis_imdb/54.png
56,0.0006772,0.000114445,0.000176403,0.000602127,0.974157758,5.60E-05,0.000109964,6.27E-05,0.023367073,0.000236386,0.000439927,bar,./static/data2vis_imdb/55.png
57,0.000211754,4.65E-05,6.80E-06,0.000120273,0.99145716,2.62E-06,3.04E-05,6.93E-06,0.007985174,1.22E-05,0.000120231,bar,./static/data2vis_imdb/56.png
58,0.023062637,0.00045212,0.001951552,0.003760221,0.942486795,0.000156775,0.011175445,8.52E-05,0.014830164,0.000999311,0.001039794,bar,./static/data2vis_imdb/57.png
59,0.01595324,0.00214861,0.011539082,0.00212442,0.070235263,0.097853908,0.573436496,0.193094924,0.009403358,0.017517705,0.006692991,point,./static/data2vis_imdb/58.png
60,0.013263301,0.000835518,0.001680178,0.005259034,0.94446249,0.000430754,0.01090348,0.000194592,0.020812432,0.001171457,0.000986755,bar,./static/data2vis_imdb/59.png
61,0.003492684,0.000569013,0.00177516,0.005346335,0.973054295,0.000238745,0.009713555,0.000204533,0.003894604,0.00069087,0.001020177,bar,./static/data2vis_imdb/60.png
62,0.003462362,0.000568265,0.001778144,0.005394224,0.973408913,0.000240289,0.009417499,0.000205335,0.003814381,0.000693185,0.001017429,bar,./static/data2vis_imdb/61.png
63,0.003418751,0.00055776,0.0017413,0.005239876,0.97395301,0.000232751,0.009253939,0.000196768,0.003737706,0.000666663,0.001001524,bar,./static/data2vis_imdb/62.png
64,0.003496128,0.000568055,0.001771627,0.005340771,0.973089418,0.000238746,0.009672366,0.000203783,0.00390548,0.000691436,0.001022234,bar,./static/data2vis_imdb/63.png
65,0.003498698,0.000569376,0.001776524,0.005350459,0.972999428,0.000238989,0.009745662,0.000204723,0.003903206,0.000692101,0.001020875,bar,./static/data2vis_imdb/64.png
66,0.00197513,0.000413552,0.001516099,0.003306298,0.981312593,0.000185263,0.006495473,0.000184268,0.003432947,0.00040182,0.000776629,bar,./static/data2vis_imdb/65.png
67,0.004050201,0.000130268,0.000336286,0.000949505,0.934853987,0.000127594,0.000170339,0.00012709,0.054808898,0.002684851,0.001760999,bar,./static/data2vis_imdb/66.png
68,0.00442535,0.000586293,0.000333722,0.000652096,0.953295617,0.000233197,0.000300828,0.000302516,0.038452523,0.00042294,0.000994893,bar,./static/data2vis_imdb/67.png
69,0.000862442,0.000250385,0.000122894,0.000333839,0.98476605,4.44E-05,8.67E-05,9.29E-05,0.012687247,7.74E-05,0.000675656,bar,./static/data2vis_imdb/68.png
70,0.026017039,0.000297087,0.022956528,0.001671405,0.151966819,0.001859382,0.72037388,0.06347242,0.009767475,0.000351871,0.001266081,point,./static/data2vis_imdb/69.png
71,0.00607227,0.00045944,0.000540383,0.001671387,0.98225702,0.000108381,0.000426029,5.16E-05,0.007372349,0.00050819,0.000532892,bar,./static/data2vis_imdb/70.png
72,0.001974822,0.000406677,0.001472383,0.003159509,0.981529075,0.000182145,0.00634583,0.000181089,0.003576526,0.000399909,0.00077203,bar,./static/data2vis_imdb/71.png
73,0.0019842,0.000418217,0.001486916,0.003219284,0.98118659,0.000186376,0.006522374,0.000186229,0.003618637,0.000408797,0.000782376,bar,./static/data2vis_imdb/72.png
74,0.001972787,0.000411551,0.001467549,0.003274236,0.98154669,0.000182951,0.006304893,0.00018125,0.003476324,0.00039829,0.000783454,bar,./static/data2vis_imdb/73.png
75,0.001975097,0.000409179,0.001477933,0.003166014,0.981423855,0.000181871,0.006428081,0.000182059,0.003582332,0.000401485,0.000772099,bar,./static/data2vis_imdb/74.png
76,0.001836836,0.000614766,0.001344639,0.004249497,0.97531428,0.000274144,0.012458398,0.000224589,0.002740604,0.000458071,0.000484238,bar,./static/data2vis_imdb/75.png
77,0.001549558,7.35E-05,0.000122551,0.000367175,0.987422905,6.89E-06,4.51E-05,3.85E-05,0.009632161,0.000124539,0.000617142,bar,./static/data2vis_imdb/76.png
78,0.000101751,6.12E-06,2.22E-06,2.15E-05,0.99890276,3.63E-07,7.92E-06,2.64E-06,0.000899171,4.78E-06,5.08E-05,bar,./static/data2vis_imdb/77.png
79,0.001836116,0.00061506,0.001342715,0.004245451,0.975216478,0.000274679,0.012566981,0.000224675,0.00273703,0.000458316,0.000482518,bar,./static/data2vis_imdb/78.png
80,0.001841424,0.000615085,0.001345345,0.004247446,0.975343875,0.000274692,0.012421719,0.000224697,0.002743328,0.000457715,0.000484709,bar,./static/data2vis_imdb/79.png
81,0.024405314,0.000750807,0.02392923,0.003062436,0.075401211,0.014953977,0.754592143,0.09187741,0.001947615,0.007593824,0.001486025,point,./static/data2vis_imdb/80.png
82,0.001836116,0.00061506,0.001342715,0.004245451,0.975216478,0.000274679,0.012566981,0.000224675,0.00273703,0.000458316,0.000482518,bar,./static/data2vis_imdb/81.png
83,0.001841424,0.000615085,0.001345345,0.004247446,0.975343875,0.000274692,0.012421719,0.000224697,0.002743328,0.000457715,0.000484709,bar,./static/data2vis_imdb/82.png
84,8.45E-09,3.17E-09,0.99999656,2.21E-06,2.72E-08,3.78E-07,4.34E-07,9.07E-09,4.68E-09,1.21E-08,3.63E-07,line,./static/data2vis_imdb/83.png
85,7.42E-09,2.57E-08,0.999927128,3.80E-08,1.23E-08,6.36E-07,7.18E-05,1.26E-08,7.37E-09,1.11E-08,3.71E-07,line,./static/data2vis_imdb/84.png
86,3.27E-10,1.13E-09,0.999998683,2.68E-08,5.72E-10,4.93E-08,7.44E-08,3.65E-10,1.15E-10,5.31E-10,1.15E-06,line,./static/data2vis_imdb/85.png
87,1.38E-08,1.77E-08,0.999641113,1.18E-08,8.01E-09,2.73E-07,0.000358368,3.23E-09,5.60E-09,4.41E-09,1.42E-07,line,./static/data2vis_imdb/86.png
88,9.18E-10,2.00E-09,0.999998575,3.00E-07,4.15E-09,1.17E-07,3.05E-07,1.32E-09,5.53E-10,2.82E-09,7.18E-07,line,./static/data2vis_imdb/87.png
89,4.03E-09,1.17E-09,0.999998693,7.01E-07,1.29E-08,3.54E-08,3.07E-07,2.34E-09,1.55E-09,1.26E-09,2.39E-07,line,./static/data2vis_imdb/88.png
90,8.81E-08,1.38E-08,0.999989518,1.79E-06,2.99E-07,3.68E-06,1.95E-06,1.59E-07,5.64E-08,1.66E-07,2.30E-06,line,./static/data2vis_imdb/89.png
91,5.32E-10,3.83E-09,0.999997963,4.91E-08,3.45E-09,1.57E-07,1.04E-07,1.99E-09,5.75E-10,1.42E-09,1.71E-06,line,./static/data2vis_imdb/90.png
92,0.040055327,0.000367581,0.003506852,0.000320877,0.048866898,0.004247835,0.890531908,0.001736067,0.008765539,0.00101608,0.000585053,point,./static/data2vis_imdb/91.png
93,8.74E-09,4.17E-10,0.99999456,3.46E-06,7.18E-08,1.10E-07,1.67E-06,3.23E-08,7.82E-09,1.49E-08,7.40E-08,line,./static/data2vis_imdb/92.png
94,6.42E-09,2.72E-09,0.999994343,1.89E-07,3.56E-08,3.36E-07,2.99E-06,1.43E-08,6.02E-09,9.34E-09,2.11E-06,line,./static/data2vis_imdb/93.png
95,5.11E-10,9.11E-10,0.999998257,2.65E-08,1.47E-09,4.60E-08,2.25E-07,2.82E-10,4.45E-10,2.30E-10,1.44E-06,line,./static/data2vis_imdb/94.png
96,3.65E-08,1.53E-08,0.999967602,4.55E-07,3.27E-08,6.71E-07,3.09E-05,1.60E-08,2.07E-08,7.89E-08,2.06E-07,line,./static/data2vis_imdb/95.png
97,1.05E-08,7.77E-10,0.9999606,1.19E-07,1.04E-08,1.65E-08,3.91E-05,1.30E-09,1.08E-09,5.17E-09,1.44E-07,line,./static/data2vis_imdb/96.png
98,3.72E-08,1.65E-09,0.999971935,8.57E-06,1.02E-07,3.69E-08,1.93E-05,8.51E-09,9.88E-09,2.64E-08,2.31E-08,line,./static/data2vis_imdb/97.png
99,4.37E-10,6.29E-11,0.999998863,2.95E-08,1.97E-09,4.06E-09,1.06E-06,6.46E-11,1.44E-10,2.05E-10,3.75E-08,line,./static/data2vis_imdb/98.png
100,0.015119689,0.002748856,0.022443987,0.012518375,0.294587083,0.009908726,0.57288825,0.035024926,0.026057195,0.005923148,0.002779805,point,./static/data2vis_imdb/99.png
101,0.021257786,0.004524834,0.004959983,0.006988573,0.257611161,0.009574054,0.594042865,0.018204336,0.022517405,0.047891345,0.012427657,point,./static/data2vis_imdb/100.png
102,0.012271463,0.005952353,0.004601105,0.007908793,0.274281911,0.007665577,0.454741866,0.024381208,0.013577381,0.162842613,0.031775773,point,./static/data2vis_imdb/101.png
103,0.012775967,0.002915988,0.00539285,0.006851132,0.078705143,0.022673569,0.81800389,0.003824324,0.030973058,0.016098477,0.001785582,point,./static/data2vis_imdb/102.png
104,0.00259638,0.000235518,0.004186278,0.000558193,0.246880227,0.000744591,0.741055102,0.001179355,0.002185151,0.000192905,0.000186281,point,./static/data2vis_imdb/103.png
105,0.006463877,0.002085369,0.013104036,0.003902523,0.275645624,0.005408489,0.668529372,0.011159193,0.010053811,0.001864078,0.001783621,point,./static/data2vis_imdb/104.png
106,0.001862578,0.000141709,0.001044319,0.00024391,0.248133808,0.000364157,0.745196275,0.000349135,0.002440427,5.27E-05,0.000170934,point,./static/data2vis_imdb/105.png
107,0.003591524,3.91E-05,0.000632812,8.26E-05,0.227553865,6.81E-05,0.76672913,6.75E-05,0.001192899,1.13E-05,3.12E-05,point,./static/data2vis_imdb/106.png
108,0.003506132,0.000693095,0.005746768,0.001214411,0.250522729,0.00198638,0.726569458,0.003445399,0.005387088,0.000498847,0.000429632,point,./static/data2vis_imdb/107.png
109,0.006674147,0.000113175,0.000490357,0.000129747,0.175133884,0.000132899,0.81453983,0.000115053,0.002551707,1.91E-05,0.000100037,point,./static/data2vis_imdb/108.png
110,0.004223076,0.000791608,0.004772881,0.001229218,0.259594961,0.002842026,0.712487186,0.006686512,0.005758421,0.000872375,0.000741777,point,./static/data2vis_imdb/109.png
111,0.02801889,0.000309933,0.001045733,0.000427277,0.082496866,0.000944963,0.877302435,0.001098017,0.008106449,6.66E-05,0.000182728,point,./static/data2vis_imdb/110.png
112,0.002089416,0.000199138,0.001241422,0.000315319,0.248853795,0.000497756,0.743063831,0.000720458,0.002730672,0.000100176,0.000188042,point,./static/data2vis_imdb/111.png
113,0.006531769,7.26E-06,0.001631202,4.67E-05,0.001356071,2.56E-05,0.99013935,5.78E-05,0.000160771,3.10E-05,1.26E-05,point,./static/data2vis_imdb/112.png
114,0.000548695,0.000163857,0.0001236,0.000534953,0.99041573,7.33E-05,0.000199818,9.91E-05,0.007687183,4.05E-05,0.00011326,bar,./static/data2vis_imdb/113.png
115,0.0275877,0.001377076,0.010826927,0.001524619,0.151003614,0.017960961,0.6689596,0.095775472,0.015003617,0.006829387,0.00315103,point,./static/data2vis_imdb/114.png
116,0.0064581,9.84E-06,0.006915869,0.000135217,0.193326061,3.12E-05,0.792644968,6.37E-05,0.000190253,0.000214862,9.88E-06,point,./static/data2vis_imdb/115.png
117,0.010444624,2.23E-05,0.014232645,0.000524581,0.165694226,2.55E-05,0.808408805,8.30E-05,0.000383543,0.000163062,1.77E-05,point,./static/data2vis_imdb/116.png
118,0.00659014,1.20E-05,0.001054176,4.59E-05,0.001497525,0.000115449,0.989993528,0.000370776,0.000251761,5.09E-05,1.79E-05,point,./static/data2vis_imdb/117.png
119,0.030070483,0.002490491,0.079840938,0.012880954,0.142102047,0.007084009,0.672796101,0.030503241,0.011390352,0.009271399,0.001569948,point,./static/data2vis_imdb/118.png
120,0.004065713,0.000404635,0.00724355,0.00048836,0.275023195,0.003106934,0.659655229,0.04283915,0.005878418,0.00074054,0.00055428,point,./static/data2vis_imdb/119.png
121,0.00300611,0.000238373,0.004999798,0.000410053,0.241771269,0.001483652,0.720998382,0.022214456,0.003503715,0.000928878,0.000445353,point,./static/data2vis_imdb/120.png
122,0.006755997,0.000823054,0.011819447,0.000925267,0.428021055,0.007675672,0.499636616,0.028504063,0.013447327,0.00119387,0.001197648,point,./static/data2vis_imdb/121.png
123,0.004622727,0.000872164,0.03612055,0.002199638,0.60779367,0.00990188,0.283749496,0.03872753,0.011896349,0.002903034,0.001212939,bar,./static/data2vis_imdb/122.png
124,0.00559372,0.00046364,0.019137033,0.001083513,0.527877405,0.006200546,0.406742291,0.020271174,0.009883859,0.001765658,0.000981206,bar,./static/data2vis_imdb/123.png
125,0.00211211,0.000297011,0.012407107,0.000985548,0.217501078,0.001179378,0.73172135,0.029184519,0.002083041,0.001818798,0.000710054,point,./static/data2vis_imdb/124.png
126,0.012203095,0.000511246,0.004485426,0.001486489,0.20568246,0.005439057,0.730452013,0.016175368,0.01922819,0.002452885,0.001883761,point,./static/data2vis_imdb/125.png
127,0.032508136,0.009759197,0.014490322,0.007975118,0.057331573,0.006261541,0.732233266,0.011702612,0.023478276,0.073089052,0.0311709,point,./static/data2vis_imdb/126.png
128,0.056035343,0.007333079,0.010465079,0.003021432,0.01383509,0.012079369,0.661946398,0.114612347,0.00736039,0.094246467,0.019064979,point,./static/data2vis_imdb/127.png
129,0.301548622,0.001909452,0.003082791,0.001864321,0.003370401,0.016395609,0.636492978,0.014282269,0.008677698,0.007920027,0.004455828,point,./static/data2vis_imdb/128.png
130,0.078222841,8.58E-05,0.023042594,0.001733563,0.074062301,0.000240581,0.81371491,0.007190033,0.001051018,0.000540442,0.000116013,point,./static/data2vis_imdb/129.png
131,0.010085498,0.000661853,0.010683044,0.000571623,0.393555112,0.012500036,0.500573485,0.049040746,0.020267147,0.000924016,0.001137415,point,./static/data2vis_imdb/130.png
132,0.034989111,0.000148569,0.00597302,0.002785322,0.209114072,8.28E-05,0.723455698,0.003650864,0.018692874,0.000766876,0.000340789,point,./static/data2vis_imdb/131.png
133,0.044298789,0.000506264,0.054988245,0.002642597,0.03958365,0.003165556,0.785661718,0.064327029,0.001280553,0.002347115,0.001198416,point,./static/data2vis_imdb/132.png
134,0.002550236,0.000501373,0.003094224,0.000394484,0.002044412,0.004041903,0.574773974,0.407125478,0.000668381,0.003487087,0.001318414,point,./static/data2vis_imdb/133.png
135,0.091829016,0.000247555,0.023740072,0.00151039,0.04916331,0.002101972,0.81346302,0.014279808,0.002965615,0.000527391,0.000171844,point,./static/data2vis_imdb/134.png
136,0.088423662,0.001374662,0.012395382,0.001239591,0.017775991,0.073716647,0.75557458,0.019852955,0.027497205,0.001109172,0.001040118,point,./static/data2vis_imdb/135.png
137,0.003950216,0.000396867,0.00425485,0.000492777,0.014523744,0.000901477,0.204258032,0.761084343,0.006539835,0.002858531,0.000739347,diagram,./static/data2vis_imdb/136.png
138,0.014816245,0.000653122,0.024420455,0.00214775,0.169513058,0.001539651,0.761686946,0.018946324,0.00484162,0.000721273,0.000713564,point,./static/data2vis_imdb/137.png
139,0.007546879,0.003661321,0.007324961,0.002483033,0.239052335,0.015184851,0.509699976,0.140524639,0.006777432,0.065000595,0.002744001,point,./static/data2vis_imdb/138.png
140,0.046432545,0.005728608,0.014862051,0.005603759,0.014727459,0.00616105,0.754820534,0.105754396,0.002154178,0.014673562,0.029081818,point,./static/data2vis_imdb/139.png
141,0.032324183,0.00035564,0.029639221,0.001376021,0.08431971,0.002478506,0.782523428,0.061318274,0.002372139,0.002889,0.000403881,point,./static/data2vis_imdb/140.png
142,0.000704976,5.82E-05,0.000841065,7.29E-05,0.000552093,0.000458015,0.516107981,0.480829552,5.25E-05,0.000272243,5.04E-05,point,./static/data2vis_imdb/141.png
143,0.066816645,0.000194266,0.004728533,0.003487826,0.165563388,0.00044147,0.73126512,0.006359154,0.020074528,0.000921006,0.000148069,point,./static/data2vis_imdb/142.png
144,0.007576114,0.000507426,0.00647108,0.000899204,0.076329772,0.001890182,0.669909446,0.231462065,0.000813023,0.004026755,0.000114921,point,./static/data2vis_imdb/143.png
145,5.82E-05,2.11E-05,0.000942227,3.56E-05,0.001068165,6.60E-05,0.486199787,0.511432241,1.52E-05,0.000150666,1.08E-05,diagram,./static/data2vis_imdb/144.png
146,0.003207781,1.39E-05,0.003785565,0.000118,0.225819389,0.000520813,0.744852899,0.021286314,0.00030154,5.82E-05,3.56E-05,point,./static/data2vis_imdb/145.png
147,0.034496155,9.22E-05,0.040038168,0.001154257,0.034616669,0.000725088,0.87056019,0.015908619,0.001584295,0.00072608,9.82E-05,point,./static/data2vis_imdb/146.png
148,0.029375013,0.003064931,0.048342104,0.055880239,0.338770648,0.011067528,0.46728677,0.006074011,0.030513703,0.006577351,0.003047711,point,./static/data2vis_imdb/147.png
149,0.122396928,0.001058749,0.004704222,0.003283221,0.05094401,0.010476069,0.674115153,0.120805525,0.010758554,0.000952917,0.000504637,point,./static/data2vis_imdb/148.png
150,0.003769367,3.79E-05,0.010431564,0.000293979,0.031070644,0.000171876,0.745542992,0.208273622,0.000255907,0.00012133,3.08E-05,point,./static/data2vis_imdb/149.png
151,0.013617962,0.00153759,0.010498887,0.000908542,0.032455757,0.018360044,0.890970893,0.003528774,0.008868873,0.003285654,0.01596699,point,./static/data2vis_imdb/150.png
152,0.023466568,0.000979184,0.004561488,0.0012833,0.004275484,0.000931994,0.959420288,0.001199322,0.002505754,0.000926148,0.000450475,point,./static/data2vis_imdb/151.png
153,0.018919724,0.002642981,0.001015458,0.000331389,0.004355882,0.006154491,0.956173875,0.000583868,0.006020937,0.000873741,0.002927599,point,./static/data2vis_imdb/152.png
154,0.008741656,8.15E-06,0.012716352,0.000701725,0.002513457,2.78E-05,0.974811365,3.02E-05,0.000349599,8.77E-05,1.20E-05,point,./static/data2vis_imdb/153.png
155,0.092541625,0.002176857,0.009080576,0.003711585,0.012419997,0.023486518,0.819136065,0.008558023,0.007808416,0.017473919,0.003606396,point,./static/data2vis_imdb/154.png
156,0.040995334,0.00780783,0.004913538,0.014758302,0.078497354,0.016103827,0.736263219,0.004191136,0.043960597,0.037822545,0.014686317,point,./static/data2vis_imdb/155.png
